tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
384,22:51.3,29:15.4,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,5430,Subscriber,1998,1
775,14:16.7,27:12.5,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,85,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,4871,Subscriber,1991,1
1257,42:00.2,02:58.1,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,342,Boylston St at Jersey St,42.34465063,-71.09732501,4741,Subscriber,1995,2
156,58:07.5,00:43.6,81,Chinatown T Stop,42.352409,-71.062679,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,3548,Subscriber,1971,1
545,52:39.7,01:45.3,380,Mass Ave at Albany St,42.36135838,-71.09670274,52,Newbury St at Hereford St,42.348717,-71.085954,5491,Subscriber,1979,1
534,05:15.6,14:10.0,107,Ames St at Main St,42.3625,-71.08822,139,Dana Park,42.36178044,-71.10809952,5490,Subscriber,1953,1
1211,38:35.4,58:47.0,206,Government Center - Cambridge St at Court St,42.35980252,-71.05960783,331,Huntington Ave at Mass Art,42.33658555,-71.09886996,2349,Subscriber,1979,2
1386,22:45.1,45:51.3,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,333,699 Mt Auburn St,42.37500235,-71.14871614,3714,Customer,1998,1
1336,07:29.1,29:45.1,71,Conway Park - Somerville Avenue,42.383405,-71.107593,44,Congress St at North St,42.36041775,-71.05752244,5580,Subscriber,1988,1
1233,25:24.4,45:58.4,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,54,Tremont St at West St,42.354979,-71.063348,5680,Subscriber,1991,1
739,53:16.3,05:36.0,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,6,Cambridge St at Joy St,42.36121165,-71.0653062,2687,Subscriber,1989,2
1322,01:42.2,23:44.2,59,Chinatown Gate Plaza,42.351356,-71.059367,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,2354,Subscriber,1974,2
515,49:52.0,58:27.1,161,W Broadway at D St,42.3391085,-71.0514432,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,2212,Subscriber,1990,1
535,30:02.7,38:57.9,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,107,Ames St at Main St,42.3625,-71.08822,2075,Subscriber,1992,1
751,45:54.7,58:26.1,78,Union Square - Somerville,42.37967148,-71.0954931,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,5973,Subscriber,1992,2
1013,07:02.6,23:56.1,66,Allston Green District - Griggs St at Commonwealth Ave,42.34922469,-71.13275303,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1549,Subscriber,1994,2
192,12:15.7,15:28.6,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,2018,Subscriber,2000,1
1655,11:20.8,38:56.0,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,6084,Customer,1969,0
561,31:30.0,40:51.6,60,Charles Circle - Charles St at Cambridge St,42.36079297,-71.07118962,417,Columbus Ave at W. Canton St,42.34474225,-71.07648162,4874,Subscriber,1978,1
628,46:36.2,57:05.1,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,4783,Subscriber,1975,1
565,05:32.5,14:57.7,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,107,Ames St at Main St,42.3625,-71.08822,3525,Subscriber,1989,1
587,41:41.0,51:28.1,120,Beacon St at Charles St,42.356052,-71.069849,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,5901,Subscriber,1995,2
696,04:00.7,15:37.3,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,81,Chinatown T Stop,42.352409,-71.062679,6157,Subscriber,1987,2
731,33:05.9,45:17.2,401,High St at Cypress St,42.32538436,-71.12177596,11,Longwood Ave at Binney St,42.338629,-71.1065,5952,Subscriber,1988,2
649,12:50.8,23:40.1,47,Cross St at Hanover St,42.362811,-71.056067,186,Congress St at Northern Ave,42.3481,-71.03764,3958,Subscriber,1997,1
385,59:44.4,06:09.7,71,Conway Park - Somerville Avenue,42.383405,-71.107593,115,Porter Square Station,42.387995,-71.119084,3725,Subscriber,1987,1
754,28:18.3,40:53.1,50,Boylston St at Berkeley St,42.35114198,-71.07329249,400,Big Papi Station,42.34734473,-71.10016808,3345,Subscriber,1957,1
463,56:30.5,04:14.4,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,5157,Subscriber,1994,1
363,33:50.1,39:53.4,352,Ring Rd,42.34827839,-71.08044855,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,2910,Subscriber,1996,2
710,19:18.4,31:08.9,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,3708,Subscriber,1994,2
1476,41:54.6,06:31.3,94,Main St at Austin St,42.375603,-71.064608,342,Boylston St at Jersey St,42.34465063,-71.09732501,2974,Subscriber,1987,1
1305,02:04.2,23:49.4,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,39,Washington St at Rutland St,42.3385146,-71.07404083,2100,Subscriber,1992,1
147,24:41.9,27:09.8,61,Boylston St at Fairfield St,42.348762,-71.082383,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,2337,Subscriber,1974,1
953,14:54.9,30:48.1,39,Washington St at Rutland St,42.3385146,-71.07404083,48,Post Office Square,42.35585436,-71.05459746,4353,Subscriber,1963,1
433,39:31.9,46:44.9,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,360,Bartlett St at John Elliot Sq,42.3294633,-71.0901582,2972,Customer,1969,0
199,05:11.3,08:30.5,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,4213,Subscriber,1984,2
410,05:36.0,12:26.9,181,Huron Ave At Vassal Lane,42.38165061,-71.13426981,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,4432,Subscriber,1989,2
1161,06:09.4,25:31.4,379,Tremont St at W. Dedham St,42.34254914,-71.07421449,11,Longwood Ave at Binney St,42.338629,-71.1065,5776,Subscriber,1972,1
1365,21:17.9,44:02.9,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,5728,Subscriber,1981,1
434,07:45.8,15:00.4,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176,-71.05142981,3454,Subscriber,1972,2
2078,28:14.0,02:52.0,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,143,EF - North Point Park,42.369885,-71.069957,2353,Customer,1999,2
1360,47:27.2,10:07.3,398,75 Binney St,42.36550729,-71.0801376,388,Main Street at Carter Street,42.40413,-71.0613,5819,Subscriber,1992,1
370,47:19.5,53:30.4,21,Prudential Center - Belvedere St,42.34652004,-71.08065777,5,Northeastern University - North Parking Lot,42.341814,-71.090179,5964,Subscriber,1956,1
935,11:15.0,26:50.9,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,3690,Subscriber,1974,1
516,31:39.0,40:15.3,342,Boylston St at Jersey St,42.34465063,-71.09732501,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,2594,Subscriber,1999,1
609,26:52.3,37:02.1,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,2474,Subscriber,1995,1
555,29:16.2,38:32.0,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,5769,Subscriber,1960,1
284,24:39.7,29:23.7,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,26,Washington St at Waltham St,42.34155985,-71.06886953,3224,Subscriber,1970,1
295,23:14.6,28:10.2,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,369,Boston Public Market,42.36254854,-71.05737358,5947,Subscriber,1983,1
1297,41:14.6,02:52.2,107,Ames St at Main St,42.3625,-71.08822,397,Broadway at Beacham St,42.3983606,-71.06373843,2306,Subscriber,1993,1
285,59:08.6,03:54.1,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,342,Boylston St at Jersey St,42.34465063,-71.09732501,5734,Subscriber,1998,1
684,32:01.6,43:26.1,228,One Memorial Drive,42.36161932,-71.08043551,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,5625,Subscriber,1967,1
1028,08:17.4,25:26.4,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,426,Surface Rd at Summer St,42.3529457,-71.05656401,6130,Subscriber,1980,1
768,11:57.4,24:46.3,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,107,Ames St at Main St,42.3625,-71.08822,4441,Subscriber,1992,2
333,32:20.5,37:54.2,6,Cambridge St at Joy St,42.36121165,-71.0653062,98,Warren St at Chelsea St,42.371848,-71.060292,2687,Subscriber,1993,1
176,16:55.5,19:51.8,11,Longwood Ave at Binney St,42.338629,-71.1065,3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.34011512,-71.10061884,5346,Subscriber,1996,1
1186,29:07.3,48:53.8,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,3979,Subscriber,1992,2
306,52:09.4,57:16.3,318,Ames St at Broadway,42.3636929,-71.0875672,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,3965,Subscriber,1993,2
571,55:52.4,05:23.5,352,Ring Rd,42.34827839,-71.08044855,60,Charles Circle - Charles St at Cambridge St,42.36079297,-71.07118962,2652,Subscriber,1946,1
1292,46:05.3,07:38.2,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,4558,Subscriber,1982,1
637,18:50.3,29:27.5,134,Boylston St at Dartmouth St,42.350413,-71.07655,47,Cross St at Hanover St,42.362811,-71.056067,6125,Subscriber,1978,1
1268,46:48.6,07:56.9,224,Fresh Pond Reservation,42.38267828,-71.14347895,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,3966,Customer,1995,1
855,36:31.1,50:46.9,23,Boston City Hall - 28 State St,42.35892,-71.057629,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,5836,Customer,1992,1
1500,19:41.3,44:42.2,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,5116,Subscriber,1993,1
246,19:25.5,23:31.6,101,Ball Sq,42.39782213,-71.1060667,328,Grove St at Community Path,42.39638681,-71.12011306,4836,Subscriber,1987,1
770,17:27.4,30:18.3,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,4783,Customer,1969,0
322,54:37.5,59:59.7,273,Forest Hills,42.300923,-71.114249,279,Williams St at Washington St,42.306539,-71.107669,3011,Subscriber,1989,2
423,32:44.7,39:48.3,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,179,MIT Vassar St,42.35560121,-71.10394478,4526,Subscriber,1991,1
900,48:09.7,03:10.3,342,Boylston St at Jersey St,42.34465063,-71.09732501,404,Mass Ave T Station,42.34135616,-71.08336953,2051,Subscriber,1993,1
1919,13:18.2,45:18.1,134,Boylston St at Dartmouth St,42.350413,-71.07655,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,5442,Customer,1983,1
822,21:45.0,35:27.5,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,2465,Subscriber,1991,1
413,00:37.5,07:31.0,115,Porter Square Station,42.387995,-71.119084,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,2871,Subscriber,1994,2
1029,42:44.9,59:54.3,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,94,Main St at Austin St,42.375603,-71.064608,5167,Subscriber,1987,1
344,05:07.9,10:52.6,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,3623,Subscriber,1990,1
1443,11:36.7,35:40.4,99,Wilson Square,42.38567579,-71.11412136,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,3274,Subscriber,1993,1
573,46:45.4,56:18.7,29,Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,6048,Subscriber,1989,1
1246,15:23.3,36:09.7,33,Kenmore Square,42.348706,-71.097009,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,3898,Subscriber,1997,2
1178,06:59.8,26:38.4,11,Longwood Ave at Binney St,42.338629,-71.1065,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,2942,Subscriber,1993,1
2429,39:18.8,19:48.4,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,61,Boylston St at Fairfield St,42.348762,-71.082383,4388,Customer,1987,1
1618,21:23.7,48:21.9,125,Hyde Square - Barbara St at Centre St,42.32176526,-71.10984161,23,Boston City Hall - 28 State St,42.35892,-71.057629,2970,Subscriber,1951,1
165,23:58.1,26:44.0,239,Community Path at Cedar Street,42.39407224,-71.11133695,328,Grove St at Community Path,42.39638681,-71.12011306,4267,Subscriber,1995,1
756,34:22.1,46:58.7,188,Foss Park,42.39108438,-71.09039426,236,Assembly Square T,42.39223284,-71.07746601,3090,Customer,1969,0
464,17:02.4,24:46.7,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,149,175 N Harvard St,42.363796,-71.129164,4520,Customer,1992,1
1294,05:46.5,27:21.4,206,Government Center - Cambridge St at Court St,42.35980252,-71.05960783,179,MIT Vassar St,42.35560121,-71.10394478,6006,Subscriber,1995,2
173,30:13.0,33:06.2,327,Main St at Thompson Sq,42.37487847,-71.06383499,280,Main St at Baldwin St,42.380857,-71.070629,3870,Subscriber,1993,1
570,07:45.8,17:16.3,58,Mugar Way at Beacon St,42.35553628,-71.0728687,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,5074,Subscriber,1993,1
1321,59:26.0,21:27.4,29,Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565,115,Porter Square Station,42.387995,-71.119084,2254,Customer,1990,1
678,06:55.7,18:13.9,52,Newbury St at Hereford St,42.348717,-71.085954,222,Troy Boston,42.343749,-71.062256,5921,Subscriber,1976,1
950,13:20.6,29:11.4,52,Newbury St at Hereford St,42.348717,-71.085954,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,3539,Subscriber,1991,1
279,40:37.2,45:17.0,81,Chinatown T Stop,42.352409,-71.062679,23,Boston City Hall - 28 State St,42.35892,-71.057629,2112,Subscriber,1993,1
3041,21:39.4,12:21.1,345,Park Plaza at Charles St S.,42.35182807,-71.06781138,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,2664,Customer,1989,1
582,08:54.6,18:37.2,39,Washington St at Rutland St,42.3385146,-71.07404083,426,Surface Rd at Summer St,42.3529457,-71.05656401,5838,Subscriber,1992,1
517,40:42.2,49:19.4,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,3739,Subscriber,1999,1
5560,19:42.0,52:23.0,93,JFK/UMass T Stop,42.32033974,-71.05118036,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,5810,Customer,2001,2
422,36:51.2,43:53.8,6,Cambridge St at Joy St,42.36121165,-71.0653062,143,EF - North Point Park,42.369885,-71.069957,5535,Subscriber,1984,0
232,47:35.5,51:28.5,417,Columbus Ave at W. Canton St,42.34474225,-71.07648162,39,Washington St at Rutland St,42.3385146,-71.07404083,4353,Subscriber,1990,1
1270,17:01.9,38:12.7,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,141,Kendall Street,42.36356016,-71.08216792,6154,Subscriber,1991,1
178,53:07.6,56:06.1,318,Ames St at Broadway,42.3636929,-71.0875672,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,6159,Subscriber,1986,2
902,35:52.2,50:54.5,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.04569256,23,Boston City Hall - 28 State St,42.35892,-71.057629,4903,Subscriber,1956,1
209,00:44.2,04:13.8,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5003,Subscriber,1995,1
869,51:31.2,06:00.6,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,144,Rogers St & Land Blvd,42.36575798,-71.07699394,5234,Subscriber,1995,1
389,21:37.1,28:07.0,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,4494,Subscriber,1970,1
1527,34:18.6,59:45.7,48,Post Office Square,42.35585436,-71.05459746,404,Mass Ave T Station,42.34135616,-71.08336953,3374,Subscriber,1988,2
271,44:33.4,49:05.4,6,Cambridge St at Joy St,42.36121165,-71.0653062,23,Boston City Hall - 28 State St,42.35892,-71.057629,2547,Subscriber,1991,1
1263,10:13.8,31:17.7,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,6,Cambridge St at Joy St,42.36121165,-71.0653062,2621,Subscriber,1976,1
546,18:26.7,27:32.8,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,3495,Subscriber,1991,1
547,30:49.4,39:57.3,72,One Broadway / Kendall Sq at Main St / 3rd St,42.36224179,-71.08311072,42,Boylston St at Arlington St,42.3525878,-71.06764905,2900,Subscriber,1962,1
829,25:44.7,39:33.8,150,State Street at Channel Center,42.344137,-71.052608,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,2645,Subscriber,1971,1
450,06:51.4,14:21.7,48,Post Office Square,42.35585436,-71.05459746,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,3246,Subscriber,1993,1
323,25:52.3,31:15.4,179,MIT Vassar St,42.35560121,-71.10394478,107,Ames St at Main St,42.3625,-71.08822,5730,Subscriber,1987,1
465,28:10.1,35:55.6,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,428,Subscriber,1992,2
567,10:44.0,20:11.9,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,398,75 Binney St,42.36550729,-71.0801376,5732,Subscriber,1965,1
248,31:45.7,35:54.3,23,Boston City Hall - 28 State St,42.35892,-71.057629,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,2970,Subscriber,1991,1
527,07:28.6,16:16.5,143,EF - North Point Park,42.369885,-71.069957,420,Charles St at Pinckney St,42.3587253,-71.07079532,4938,Subscriber,1995,1
676,59:52.9,11:09.1,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,3424,Subscriber,1999,1
362,58:47.0,04:49.2,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,19,Park Dr at Buswell St,42.347241,-71.105301,4772,Subscriber,1998,1
1672,05:57.9,33:50.0,226,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601,-71.09627098,5103,Subscriber,1991,1
1276,04:37.2,25:53.7,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,4807,Subscriber,1982,2
346,39:07.2,44:53.9,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,4675,Subscriber,1994,1
485,13:01.6,21:06.6,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,3798,Subscriber,1998,1
351,56:39.6,02:31.5,386,Sennott Park  Broadway at Norfolk Street,42.36860524,-71.09930186,189,Kendall T,42.36242784,-71.08495474,5954,Subscriber,1991,1
1819,03:59.9,34:19.3,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,5516,Subscriber,1985,1
621,23:31.0,33:52.7,6,Cambridge St at Joy St,42.36121165,-71.0653062,98,Warren St at Chelsea St,42.371848,-71.060292,5996,Subscriber,1974,2
