tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
362,53:05.8,59:08.5,416,Blossom St at Charles St,42.36435589,-71.06959369,44,Congress St at North St,42.36041775,-71.05752244,2247,Subscriber,1997,1
631,53:28.1,03:59.3,342,Boylston St at Jersey St,42.34465063,-71.09732501,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,5080,Customer,1999,1
820,59:58.7,13:38.8,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,49,Stuart St at Charles St,42.351146,-71.066289,2808,Subscriber,1987,1
372,21:25.8,27:38.6,61,Boylston St at Fairfield St,42.348762,-71.082383,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,2659,Subscriber,1962,2
231,18:49.9,22:41.4,94,Main St at Austin St,42.375603,-71.064608,280,Main St at Baldwin St,42.380857,-71.070629,5503,Subscriber,1972,2
548,28:25.2,37:34.0,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5707,Subscriber,1989,2
1172,31:50.6,51:22.6,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,5586,Subscriber,1983,1
348,57:19.4,03:07.5,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,35,Arch St at Franklin St,42.35533502,-71.05822917,2469,Subscriber,1982,1
1107,37:35.1,56:02.5,331,Huntington Ave at Mass Art,42.33658555,-71.09886996,122,Burlington Ave at Brookline Ave,42.345733,-71.100694,3062,Customer,1969,0
241,09:55.0,13:56.9,143,EF - North Point Park,42.369885,-71.069957,98,Warren St at Chelsea St,42.371848,-71.060292,3811,Subscriber,1995,2
374,08:37.7,14:52.6,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,39,Washington St at Rutland St,42.3385146,-71.07404083,2073,Customer,1994,1
688,00:45.3,12:13.6,364,Tremont St at Northampton St,42.3388956,-71.08149976,11,Longwood Ave at Binney St,42.338629,-71.1065,4372,Subscriber,1996,2
870,18:22.3,32:53.0,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,52,Newbury St at Hereford St,42.348717,-71.085954,5156,Subscriber,1992,2
399,56:16.1,02:55.9,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,5281,Subscriber,1975,1
1271,53:15.4,14:26.9,377,Perry Park,42.37927325,-71.10341903,37,New Balance - 20 Guest St,42.35732922,-71.1467354,2744,Subscriber,1984,1
1372,15:07.8,38:00.3,344,Commonwealth Ave at Chiswick Rd,42.34024645,-71.15168806,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,5281,Subscriber,1993,1
726,50:29.1,02:35.3,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,21,Prudential Center - Belvedere St,42.34652004,-71.08065777,2378,Subscriber,1981,1
1324,46:07.4,08:12.0,409,Elm St at White St,42.38952436,-71.1169414,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,3052,Subscriber,1994,1
422,59:57.0,06:59.1,6,Cambridge St at Joy St,42.36121165,-71.0653062,107,Ames St at Main St,42.3625,-71.08822,2931,Subscriber,1997,2
413,04:26.0,11:19.1,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,143,EF - North Point Park,42.369885,-71.069957,3343,Subscriber,1995,2
698,07:33.2,19:12.2,39,Washington St at Rutland St,42.3385146,-71.07404083,11,Longwood Ave at Binney St,42.338629,-71.1065,2836,Subscriber,1982,1
468,33:03.6,40:51.7,233,St Mary's,42.34619708,-71.10728681,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,4654,Subscriber,1998,1
705,35:25.1,47:10.5,4,Tremont St at E Berkeley St,42.345392,-71.069616,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,5343,Customer,1990,1
757,04:48.4,17:25.5,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,5409,Subscriber,1986,1
1245,57:04.7,17:49.7,92,University of Massachusetts Boston - Campus Center,42.31218918,-71.03648586,410,Adams St at Lonsdale St,42.29167943,-71.05726346,3417,Customer,1969,0
336,06:39.1,12:15.3,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,222,Troy Boston,42.343749,-71.062256,4349,Subscriber,1992,1
304,28:17.5,33:21.8,72,One Broadway / Kendall Sq at Main St / 3rd St,42.36224179,-71.08311072,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,4531,Subscriber,1992,1
571,58:44.7,08:16.2,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,330,30 Dane St,42.38100143,-71.10402523,6160,Subscriber,1998,1
769,24:05.0,36:54.1,159,S Huntington Ave at Heath St,42.32760387,-71.1108917,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,5143,Subscriber,1988,2
796,32:49.6,46:05.8,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,3184,Subscriber,1995,1
458,04:12.8,11:51.2,228,One Memorial Drive,42.36161932,-71.08043551,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,5384,Subscriber,1949,1
1635,22:45.4,50:00.6,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,367,Vassal Lane at Tobin/VLUS,42.38393225,-71.13961272,2402,Customer,1994,2
1094,14:38.5,32:52.8,179,MIT Vassar St,42.35560121,-71.10394478,327,Main St at Thompson Sq,42.37487847,-71.06383499,2092,Subscriber,1989,1
405,45:26.1,52:11.8,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,113,Andrew T Stop - Dorchester Ave at Dexter St,42.33047365,-71.05701685,3091,Subscriber,1994,1
899,27:51.7,42:51.7,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,195,Child St at North St,42.37150494,-71.07249312,3581,Subscriber,1995,2
918,49:04.2,04:23.1,33,Kenmore Square,42.348706,-71.097009,128,E Cottage St at Columbia Rd,42.320561,-71.06198,3645,Subscriber,1988,1
262,06:10.4,10:32.8,380,Mass Ave at Albany St,42.36135838,-71.09670274,107,Ames St at Main St,42.3625,-71.08822,5938,Subscriber,1997,1
960,37:10.7,53:11.4,134,Boylston St at Dartmouth St,42.350413,-71.07655,369,Boston Public Market,42.36254854,-71.05737358,5274,Subscriber,1960,1
1100,38:06.0,56:26.3,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,4940,Subscriber,2000,1
1137,21:33.4,40:31.2,296,Farragut Rd at E. 6th St,42.3334,-71.02495,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176,-71.05142981,5221,Customer,1988,2
431,09:13.9,16:25.3,98,Warren St at Chelsea St,42.371848,-71.060292,151,Surface Rd at India St,42.358155,-71.052163,2734,Subscriber,1985,1
259,32:12.7,36:32.5,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,5019,Subscriber,2000,2
280,13:52.5,18:32.6,115,Porter Square Station,42.387995,-71.119084,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,2931,Subscriber,1985,2
1027,04:53.0,22:00.8,378,191 Beacon St,42.38032335,-71.10878613,107,Ames St at Main St,42.3625,-71.08822,3771,Subscriber,1996,1
566,32:28.3,41:55.3,186,Congress St at Northern Ave,42.3481,-71.03764,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,4509,Subscriber,1990,1
704,27:21.0,39:05.2,71,Conway Park - Somerville Avenue,42.383405,-71.107593,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,4694,Subscriber,1990,2
392,49:47.1,56:19.6,100,Davis Square,42.396969,-71.123024,137,Magoun Square at Trum Field,42.398365,-71.107818,4797,Subscriber,1992,1
249,23:02.3,27:12.2,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,1585,Subscriber,1997,2
285,25:54.4,30:40.4,377,Perry Park,42.37927325,-71.10341903,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,2753,Subscriber,1993,2
443,14:22.4,21:46.3,115,Porter Square Station,42.387995,-71.119084,71,Conway Park - Somerville Avenue,42.383405,-71.107593,3401,Subscriber,1980,1
1621,50:25.9,17:27.4,366,Broadway T Stop,42.34278116,-71.05747275,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,4464,Subscriber,1990,1
1237,38:50.1,59:27.3,139,Dana Park,42.36178044,-71.10809952,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,3518,Subscriber,1994,1
117,42:36.1,44:33.6,98,Warren St at Chelsea St,42.371848,-71.060292,356,Charlestown Navy Yard,42.37412455,-71.054812,2687,Subscriber,1993,1
756,13:24.3,26:00.4,233,St Mary's,42.34619708,-71.10728681,61,Boylston St at Fairfield St,42.348762,-71.082383,5596,Subscriber,1990,1
477,56:35.4,04:33.3,189,Kendall T,42.36242784,-71.08495474,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5278,Subscriber,1990,1
564,17:35.7,27:00.5,318,Ames St at Broadway,42.3636929,-71.0875672,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,6090,Customer,1992,1
790,02:00.4,15:10.5,397,Broadway at Beacham St,42.3983606,-71.06373843,280,Main St at Baldwin St,42.380857,-71.070629,6055,Subscriber,1968,2
403,59:28.7,06:12.3,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,189,Kendall T,42.36242784,-71.08495474,5198,Subscriber,1996,1
572,30:35.1,40:07.9,227,Silber Way,42.349496,-71.10057592,5,Northeastern University - North Parking Lot,42.341814,-71.090179,5318,Subscriber,1995,1
1269,31:34.2,52:43.5,233,St Mary's,42.34619708,-71.10728681,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,4965,Subscriber,1961,1
580,34:59.8,44:40.5,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,377,Perry Park,42.37927325,-71.10341903,5912,Subscriber,1996,2
2342,17:12.9,56:14.9,159,S Huntington Ave at Heath St,42.32760387,-71.1108917,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,5300,Subscriber,1987,1
1199,26:47.3,46:46.8,377,Perry Park,42.37927325,-71.10341903,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,4761,Customer,1969,0
1284,16:49.1,38:14.0,402,Washington St at Griggs Rd,42.33833424,-71.1305093,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,2934,Subscriber,1960,1
389,34:15.6,40:44.7,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5518,Subscriber,1996,1
1512,01:08.7,26:21.5,425,The Dimock Center,42.31930943,-71.09639924,222,Troy Boston,42.343749,-71.062256,5807,Subscriber,1994,1
500,05:27.4,13:47.5,330,30 Dane St,42.38100143,-71.10402523,177,University Park,42.36264779,-71.10006094,3847,Subscriber,1986,1
357,57:53.3,03:50.6,222,Troy Boston,42.343749,-71.062256,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,3971,Subscriber,1989,2
1066,31:27.0,49:13.6,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,159,S Huntington Ave at Heath St,42.32760387,-71.1108917,2507,Subscriber,2001,1
1768,04:45.8,34:14.7,107,Ames St at Main St,42.3625,-71.08822,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,5594,Subscriber,1989,1
272,38:20.3,42:53.3,194,Broadway St at Mt Pleasant St,42.38614141,-71.0782814,188,Foss Park,42.39108438,-71.09039426,5688,Subscriber,1987,1
194,24:55.3,28:09.7,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,3402,Subscriber,1983,1
532,32:37.7,41:30.2,195,Child St at North St,42.37150494,-71.07249312,58,Mugar Way at Beacon St,42.35553628,-71.0728687,6031,Subscriber,1997,1
1658,43:49.6,11:28.3,126,Egleston Square - Atherton St at Washington St,42.315692,-71.098634,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601,-71.09627098,2241,Subscriber,1996,2
2016,46:11.9,19:48.2,208,Oak Square - 615 Washington St,42.35057,-71.166491,171,Bunker Hill Community College,42.37408991,-71.06905997,3739,Subscriber,1994,1
320,46:20.4,51:40.7,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,318,Ames St at Broadway,42.3636929,-71.0875672,3828,Subscriber,1986,1
209,09:13.3,12:43.2,189,Kendall T,42.36242784,-71.08495474,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,4425,Subscriber,1993,1
763,07:02.3,19:46.0,273,Forest Hills,42.300923,-71.114249,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,2325,Subscriber,1984,2
223,37:07.7,40:51.3,26,Washington St at Waltham St,42.34155985,-71.06886953,39,Washington St at Rutland St,42.3385146,-71.07404083,2921,Subscriber,1994,1
645,05:12.1,15:57.1,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,120,Beacon St at Charles St,42.356052,-71.069849,3166,Subscriber,1977,2
235,21:40.7,25:36.2,180,Mt Auburn,42.37478629,-71.13320231,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,5589,Subscriber,1991,1
937,38:18.0,53:55.2,185,Third at Binney,42.36544486,-71.08277142,330,30 Dane St,42.38100143,-71.10402523,5249,Subscriber,1995,1
568,38:40.9,48:09.8,381,Inman Square at Springfield St.,42.37438409,-71.10015746,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,4462,Subscriber,1975,1
747,21:56.9,34:24.6,179,MIT Vassar St,42.35560121,-71.10394478,381,Inman Square at Springfield St.,42.37438409,-71.10015746,3920,Subscriber,1993,2
533,51:29.3,00:23.0,33,Kenmore Square,42.348706,-71.097009,61,Boylston St at Fairfield St,42.348762,-71.082383,2659,Subscriber,1995,1
563,32:58.5,42:21.9,121,W Broadway at Dorchester St,42.33595898,-71.046229,48,Post Office Square,42.35585436,-71.05459746,4907,Subscriber,1985,1
495,57:18.8,05:34.3,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,386,Sennott Park  Broadway at Norfolk Street,42.36860524,-71.09930186,5207,Subscriber,1983,2
385,17:09.1,23:34.9,177,University Park,42.36264779,-71.10006094,179,MIT Vassar St,42.35560121,-71.10394478,3907,Subscriber,1992,2
500,55:06.8,03:27.3,23,Boston City Hall - 28 State St,42.35892,-71.057629,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.04569256,4763,Subscriber,1953,1
337,48:30.8,54:08.6,66,Allston Green District - Griggs St at Commonwealth Ave,42.34922469,-71.13275303,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,4086,Subscriber,1994,1
2182,58:33.0,34:55.5,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176,-71.05142981,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,6129,Subscriber,1991,0
742,44:29.9,56:52.5,163,The Lawn on D,42.344792,-71.044024,121,W Broadway at Dorchester St,42.33595898,-71.046229,5784,Customer,1988,2
6632,52:23.8,42:56.8,42,Boylston St at Arlington St,42.3525878,-71.06764905,342,Boylston St at Jersey St,42.34465063,-71.09732501,2119,Customer,1983,1
352,53:38.0,59:30.8,380,Mass Ave at Albany St,42.36135838,-71.09670274,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,2942,Subscriber,2000,1
797,15:33.3,28:50.7,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,318,Ames St at Broadway,42.3636929,-71.0875672,5561,Subscriber,1979,1
331,37:48.9,43:20.5,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,107,Ames St at Main St,42.3625,-71.08822,2636,Subscriber,1967,1
1152,37:11.4,56:23.4,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,5516,Subscriber,1992,1
704,04:29.9,16:14.5,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,5229,Subscriber,2001,2
897,20:05.7,35:03.1,193,Brookline Town Hall,42.33376473,-71.12046447,15,Brighton Mills - 370 Western Ave,42.36154571,-71.13776207,2713,Customer,1993,1
1118,33:31.0,52:09.6,135,ID Building East,42.344827,-71.028664,222,Troy Boston,42.343749,-71.062256,3074,Subscriber,1989,2
465,44:47.4,52:33.1,412,Washington St at Peters Park,42.34303291,-71.0668873,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,4199,Subscriber,1984,1
415,34:37.4,41:33.1,143,EF - North Point Park,42.369885,-71.069957,189,Kendall T,42.36242784,-71.08495474,2353,Subscriber,1995,1
704,56:37.8,08:22.6,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,3644,Subscriber,1987,1
1475,42:36.5,07:11.8,331,Huntington Ave at Mass Art,42.33658555,-71.09886996,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,4991,Subscriber,1980,1
317,32:11.0,37:29.0,115,Porter Square Station,42.387995,-71.119084,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,6065,Subscriber,1985,1
536,11:07.0,20:03.1,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,3844,Subscriber,1992,1
205,38:58.9,42:23.9,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,107,Ames St at Main St,42.3625,-71.08822,5922,Subscriber,1993,1
585,07:11.0,16:56.6,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,403,Marion St at Harvard St,42.33978053,-71.1213335,5443,Subscriber,1967,1
1760,21:03.7,50:24.6,179,MIT Vassar St,42.35560121,-71.10394478,367,Vassal Lane at Tobin/VLUS,42.38393225,-71.13961272,5492,Subscriber,1979,1
426,03:34.8,10:41.8,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,2976,Subscriber,1981,1
213,14:04.3,17:38.1,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,345,Park Plaza at Charles St S.,42.35182807,-71.06781138,5706,Subscriber,1979,1
167,45:59.5,48:47.5,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,5895,Subscriber,1996,1
334,53:19.8,58:54.3,50,Boylston St at Berkeley St,42.35114198,-71.07329249,379,Tremont St at W. Dedham St,42.34254914,-71.07421449,5753,Subscriber,1992,2
394,11:23.7,17:58.5,179,MIT Vassar St,42.35560121,-71.10394478,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,5532,Customer,1969,0
526,03:17.3,12:03.6,408,Edgerly Education Center,42.38717463,-71.08714389,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,6119,Subscriber,1988,1
965,00:57.7,17:03.6,376,Honan Library,42.3602737,-71.12852452,226,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,2186,Subscriber,1998,2
485,56:21.9,04:27.7,78,Union Square - Somerville,42.37967148,-71.0954931,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,5427,Customer,1983,2
669,04:04.5,15:13.8,330,30 Dane St,42.38100143,-71.10402523,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,5485,Customer,1969,0
1557,51:33.7,17:30.9,5,Northeastern University - North Parking Lot,42.341814,-71.090179,50,Boylston St at Berkeley St,42.35114198,-71.07329249,5973,Customer,2001,1
397,44:29.0,51:06.3,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,139,Dana Park,42.36178044,-71.10809952,6001,Subscriber,1990,2
894,55:05.2,09:59.7,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,2935,Subscriber,1997,2
226,29:50.5,33:37.5,100,Davis Square,42.396969,-71.123024,409,Elm St at White St,42.38952436,-71.1169414,3829,Subscriber,1986,1
468,13:11.1,20:59.2,60,Charles Circle - Charles St at Cambridge St,42.36079297,-71.07118962,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,5559,Subscriber,1982,1
471,51:45.7,59:37.4,177,University Park,42.36264779,-71.10006094,189,Kendall T,42.36242784,-71.08495474,5445,Subscriber,1993,1
789,56:36.5,09:46.0,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,3708,Subscriber,1991,1
513,06:36.3,15:10.2,6,Cambridge St at Joy St,42.36121165,-71.0653062,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,6049,Subscriber,1983,1
306,39:59.2,45:06.0,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,11,Longwood Ave at Binney St,42.338629,-71.1065,5739,Subscriber,1996,1
436,43:21.8,50:37.9,179,MIT Vassar St,42.35560121,-71.10394478,380,Mass Ave at Albany St,42.36135838,-71.09670274,2476,Subscriber,1986,2
1815,49:27.9,19:43.7,58,Mugar Way at Beacon St,42.35553628,-71.0728687,58,Mugar Way at Beacon St,42.35553628,-71.0728687,3300,Customer,1969,0
190,22:48.4,25:58.4,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,5376,Subscriber,1975,1
479,39:23.9,47:23.1,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,161,W Broadway at D St,42.3391085,-71.0514432,2820,Subscriber,1992,1
1509,43:03.1,08:12.9,357,Centre St at Seaverns Ave,42.3121203,-71.1142981,430,Washington St at Walsh Playground,42.2771947,-71.06955614,5942,Customer,1999,1
236,50:16.3,54:13.2,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,5626,Customer,1969,0
938,11:30.4,27:08.9,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,29,Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565,3162,Subscriber,1989,1
503,02:49.8,11:13.5,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,189,Kendall T,42.36242784,-71.08495474,4474,Subscriber,1991,1
372,38:27.3,44:39.8,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,3095,Subscriber,1995,1
2102,40:10.7,15:13.7,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,58,Mugar Way at Beacon St,42.35553628,-71.0728687,5074,Customer,1969,0
528,31:17.9,40:06.9,344,Commonwealth Ave at Chiswick Rd,42.34024645,-71.15168806,66,Allston Green District - Griggs St at Commonwealth Ave,42.34922469,-71.13275303,5505,Subscriber,1985,1
459,52:46.2,00:26.0,60,Charles Circle - Charles St at Cambridge St,42.36079297,-71.07118962,365,Harrison Ave at Bennet St,42.3494261,-71.0620996,3602,Subscriber,1994,1
897,05:53.0,20:50.6,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,4034,Subscriber,1977,1
1088,54:14.1,12:23.0,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,4144,Subscriber,1989,2
715,01:08.0,13:03.4,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,2494,Subscriber,1994,1
1803,15:29.3,45:32.4,107,Ames St at Main St,42.3625,-71.08822,125,Hyde Square - Barbara St at Centre St,42.32176526,-71.10984161,5482,Subscriber,1986,1
720,19:30.5,31:30.6,189,Kendall T,42.36242784,-71.08495474,78,Union Square - Somerville,42.37967148,-71.0954931,5811,Subscriber,1983,2
576,54:25.3,04:01.8,64,Congress St at Sleeper St,42.3510045,-71.04930013,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,5575,Subscriber,1989,1
491,07:05.7,15:17.5,189,Kendall T,42.36242784,-71.08495474,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,4163,Subscriber,1995,1
1124,34:36.4,53:21.3,170,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave,42.303469,-71.085347,162,Franklin Park - Seaver St at Humbolt Ave,42.309796,-71.092225,5252,Subscriber,1973,1
2691,47:52.2,32:43.4,98,Warren St at Chelsea St,42.371848,-71.060292,171,Bunker Hill Community College,42.37408991,-71.06905997,4692,Customer,1985,1
125,47:17.5,49:22.6,405,Sydney St at Carson St,42.32039374,-71.05355408,167,Ryan Playground - Dorchester Ave at Harbor View St,42.317642,-71.056664,3951,Subscriber,1996,1
277,46:17.2,50:54.4,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,6160,Subscriber,1994,1
1426,55:02.7,18:49.5,58,Mugar Way at Beacon St,42.35553628,-71.0728687,77,Somerville City Hall,42.386844,-71.09812,4677,Subscriber,1989,1
991,46:57.6,03:28.9,137,Magoun Square at Trum Field,42.398365,-71.107818,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,3817,Subscriber,1968,2
743,53:54.4,06:18.3,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,376,Honan Library,42.3602737,-71.12852452,2240,Subscriber,1998,1
497,52:55.3,01:13.2,345,Park Plaza at Charles St S.,42.35182807,-71.06781138,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,5491,Customer,1969,0
153,13:23.3,15:56.7,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,3404,Subscriber,1996,1
430,38:22.2,45:33.0,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,2782,Subscriber,1990,2
205,19:07.9,22:33.7,239,Community Path at Cedar Street,42.39407224,-71.11133695,328,Grove St at Community Path,42.39638681,-71.12011306,5511,Subscriber,1994,2
464,21:07.9,28:52.3,402,Washington St at Griggs Rd,42.33833424,-71.1305093,233,St Mary's,42.34619708,-71.10728681,4654,Subscriber,1987,1
457,16:52.5,24:30.5,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,227,Silber Way,42.349496,-71.10057592,4700,Subscriber,2000,1
378,13:39.5,19:58.1,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176,-71.05142981,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,5685,Subscriber,1994,1
302,38:23.4,43:25.9,227,Silber Way,42.349496,-71.10057592,400,Big Papi Station,42.34734473,-71.10016808,5316,Subscriber,1970,1
